Join_Count,TARGET_FID,JOIN_FID,SiteID,Lat,Lon,PHY_IDENT,LENGTH_M,VIDEOTAPE,DATE_TIME,FIRSTVIDEO,HabClass,HAB_CLASS_,INSIDE_X,INSIDE_Y
1,188,182091,1596,53.8693595,-166.5547053,14/02/0561/0,321.588,AI16_UA_04,4/9/16,,57,Protected/Anthropogenic Permeable,-18540899.63,7145564.961
1,189,97727,160,58.62795834,-134.9439,10/04/0278/0,217,SE04_07,6/4/04,SE04_0604165653,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15021947.19,8100052.71
1,190,182106,1600,53.857313,-166.557924,14/02/0577/0,175.134,AI16_UA_04,4/9/16,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-18541041.63,7143104.538
1,191,182006,1601,53.9105935,-166.5074875,14/02/0469/0,504.267,AI16_UA_04,4/9/16,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-18535526.89,7153100.785
1,192,182009,1603,53.899442,-166.514485,14/02/0472/0,686.792,AI16_UA_04,4/9/16,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-18536109.88,7151405.287
1,193,181964,1604,53.88404,-166.549998,14/02/0426/0,168.75,AI16_UA_04,4/9/16,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-18540350.09,7148174.325
1,194,180992,1605,53.878147,-166.538476,14/02/0384/0,254.299,AI16_UA_04,4/9/16,,57,Protected/Anthropogenic Permeable,-18539071.48,7147279.148
1,195,182135,1606,53.828601,-166.601955,14/02/0606/0,374.078,AI16_UA_04,4/9/16,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-18545976.58,7137670.251
0,196,-1,1607,58.91758,-152.006455,,0,,,,,,0,0
1,197,195113,1608,59.52883333,-151.4408833,04/02/0493/A,493.132,CI09_HM_12,6/25/09,,40,Semi-Protected/Immobile/Rock,-16858358.44,8295783.159
1,198,46031,1609,60.164812,-152.678287,04/06/0265/0,237.111,CI01_04,6/22/01,CI09_HM_20090622164101,32,Semi-Exposed/Mobile/Sediment,-16996082.4,8436552.934
1,199,194851,1610,59.65531667,-151.1906167,04/02/0208/A,465.505,CI09_HM_12,6/25/09,,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-16830687.99,8322634.343
0,200,-1,1611,58.46620371,-135.9911111,,0,,,,,,0,0
0,201,-1,1611,58.46555556,-135.99,,0,,,,,,0,0
0,202,-1,1612,58.4525,-136.0875,,0,,,,,,0,0
0,203,-1,1613,58.57944444,-136.2040741,,0,,,,,,0,0
0,204,-1,1613,58.57833333,-136.2077778,,0,,,,,,0,0
0,205,-1,1614,58.66416667,-136.3,,0,,,,,,0,0
0,206,-1,1615,58.60166667,-135.8733333,,0,,,,,,0,0
0,207,-1,1616,58.6425,-135.9216667,,0,,,,,,0,0
0,208,-1,1617,58.69888889,-135.9741667,,0,,,,,,0,0
0,209,-1,1618,58.78583333,-136.0516667,,0,,,,,,0,0
0,210,-1,1619,58.59,-136.4833333,,0,,,,,,0,0
1,211,43003,162,55.23638889,-131.75,12/04/3048/0,495.445,SE06_SL_15,5/29/06,SE06_SL_0529180844,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14666202.95,7407511.625
0,212,-1,1620,58.59166667,-136.5133333,,0,,,,,,0,0
0,213,-1,1621,58.6075,-136.52,,0,,,,,,0,0
0,214,-1,1622,58.95444444,-136.1016667,,0,,,,,,0,0
0,215,-1,1623,59.03981482,-136.1558333,,0,,,,,,0,0
0,216,-1,1623,59.04166667,-136.1608333,,0,,,,,,0,0
0,217,-1,1624,59.07055556,-136.1908333,,0,,,,,,0,0
0,218,-1,1625,58.8625,-136.11,,0,,,,,,0,0
0,219,-1,1626,58.8275,-136.4555556,,0,,,,,,0,0
0,220,-1,1627,58.9625,-136.5616667,,0,,,,,,0,0
0,221,-1,1628,58.98916667,-136.7033333,,0,,,,,,0,0
0,222,-1,1629,58.87944444,-136.5066667,,0,,,,,,0,0
1,223,27191,163,55.23416667,-131.73,12/04/3056/0,489.379,SE06_SL_15,5/29/06,SE06_SL_0529181528,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14663841.15,7407331.976
0,224,-1,1630,58.87166667,-136.8066667,,0,,,,,,0,0
0,225,-1,1630,58.86983334,-136.8133334,,0,,,,,,0,0
0,226,-1,1631,58.85583333,-136.8041667,,0,,,,,,0,0
0,227,-1,1632,58.84611111,-136.8088889,,0,,,,,,0,0
0,228,-1,1633,58.88666667,-136.8933333,,0,,,,,,0,0
0,229,-1,1634,58.96166667,-136.86,,0,,,,,,0,0
0,230,-1,1635,58.50611111,-136.0233333,,0,,,,,,0,0
1,231,88974,1636,58.34333333,-136.1366667,10/03/4835/0,567,SE05_H06,7/21/05,SE05_H_0721172640,42,Semi-Protected/Mobile/Sediment,-15154312.79,8040034.644
1,232,57061,1637,58.269507,-135.8322,10/02/0412/0,1820,SE04_02,6/3/04,SE04_0603162928,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-15120877,8025547.888
1,233,66704,1638,58.3558,-135.7126,10/03/4969/0,549,SE05_H18,7/25/05,SE05_H_0725173105,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15107387.25,8041684.336
0,234,-1,1639,58.8539,-136.819,,0,,,,,,0,0
0,235,-1,164,55.22,-131.7361111,,0,,,,,,0,0
1,236,74345,1641,58.41266667,-136.5014333,10/03/4718/0,573,SE05_H06,7/21/05,SE05_H_0721170030,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15195153.09,8054267.154
1,237,76063,1642,58.443325,-136.5222,10/03/4724/0,874,SE05_H06,7/21/05,SE05_H_0721170216,53,Protected/Estuary,-15197633.85,8060940.524
1,238,76062,1644,58.37591667,-136.51275,10/03/4707/0,148,SE05_H06,7/21/05,SE05_H_0721165750,43,Semi-Protected/Estuary,-15196536.19,8046888.709
1,239,58818,1645,58.38053333,-136.4138833,10/03/4605/0,381,SE05_H05,7/21/05,SE05_H_0721163552,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15185554.47,8047661.797
1,240,111306,1646,58.36898333,-136.3986667,10/03/4590/0,134,SE05_H05,7/21/05,SE05_H_0721163231,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15183839.26,8045366.49
1,241,69477,1647,58.28,-136.6783333,09/03/2356/0,155,SE05_H04,7/21/05,SE05_H_0721145349,52,Protected/Mobile/Sediment,-15215123.24,8026099.659
1,242,60697,1648,58.27166667,-136.6808333,09/03/2363/0,297,SE05_H04,7/21/05,SE05_H_0721145413,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15215204.58,8024618.005
1,243,48087,165,55.20777778,-131.7277778,12/04/3041/0,350.452,SE06_SL_15,5/29/06,SE06_SL_0529180544,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14663810.7,7401955.752
1,244,87061,1650,58.65523333,-137.5611167,09/03/1105/0,594,SE05_H07,7/22/05,SE05_H_0722191453,43,Semi-Protected/Estuary,-15313078.81,8106513.113
1,245,98109,1651,58.64546667,-137.5109167,09/03/1093/0,1065,SE05_H07,7/22/05,SE05_H_0722190903,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15307233.45,8104747.399
1,246,108871,1653,58.63405,-137.5427167,09/03/1088/0,556,SE05_H07,7/22/05,SE05_H_0722190814,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15311003.94,8101766.503
1,247,88964,1654,58.62398333,-137.6746167,09/03/1119/0,370,SE05_H07,7/22/05,SE05_H_0722191752,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15325855.17,8099697.173
1,248,101553,1655,58.61166667,-137.65035,09/03/1072/0,343,SE05_H07,7/22/05,SE05_H_0722185700,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15323258.46,8096789.336
1,249,149762,1656,58.64835,-137.6066,09/03/1107/0,1289,SE05_H07,7/22/05,SE05_H_0722191540,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15317304.13,8105063.201
1,250,80201,1657,58.63805,-137.591,09/03/1124/0,249,SE05_H07,7/22/05,SE05_H_0722192053,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15316712.42,8102648.488
0,251,-1,1658,58.86988333,-136.8029167,,0,,,,,,0,0
0,252,-1,1659,58.86931667,-136.8026833,,0,,,,,,0,0
1,253,118050,166,56.65248333,-133.9569167,11/07/0626/0,214.2633257,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14912105.94,7689273.114
0,254,-1,1660,58.88673333,-136.8894667,,0,,,,,,0,0
0,255,-1,1661,58.9257,-136.9863667,,0,,,,,,0,0
0,256,-1,1662,58.85461667,-136.8217,,0,,,,,,0,0
0,257,-1,1663,58.85466667,-136.82175,,0,,,,,,0,0
0,258,-1,1664,58.85160834,-136.8028417,,0,,,,,,0,0
0,259,-1,1666,58.85491667,-136.8050333,,0,,,,,,0,0
0,260,-1,1667,58.85586667,-136.80575,,0,,,,,,0,0
0,261,-1,1668,58.85530833,-136.8051917,,0,,,,,,0,0
1,262,142406,167,56.716,-133.9523167,11/07/0671/0,874.7946463,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14911702.63,7702105.326
0,263,-1,1671,58.46618333,-135.9921667,,0,,,,,,0,0
0,264,-1,1672,58.47683333,-135.9961,,0,,,,,,0,0
0,265,-1,1673,58.50648333,-136.0249667,,0,,,,,,0,0
0,266,-1,1674,58.85878333,-136.1092667,,0,,,,,,0,0
0,267,-1,1675,58.84138333,-136.1139333,,0,,,,,,0,0
0,268,-1,1676,58.4675,-135.9033333,,0,,,,,,0,0
0,269,-1,1678,58.47486111,-135.9958334,,0,,,,,,0,0
1,270,103389,168,56.5175,-133.0963889,11/02/5521/0,373.8804481,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14816110.35,7662015.652
0,271,-1,1681,58.5,-135.8975,,0,,,,,,0,0
0,272,-1,1682,58.50777778,-135.93,,0,,,,,,0,0
0,273,-1,1683,58.56166667,-135.8933333,,0,,,,,,0,0
0,274,-1,1684,58.57,-135.9216667,,0,,,,,,0,0
0,275,-1,1685,58.62666667,-135.9116667,,0,,,,,,0,0
0,276,-1,1686,58.64388889,-136.3755556,,0,,,,,,0,0
0,277,-1,1687,59.02,-136.1233333,,0,,,,,,0,0
0,278,-1,1689,58.95277778,-136.3533333,,0,,,,,,0,0
0,279,-1,1690,58.9875,-136.4183333,,0,,,,,,0,0
0,280,-1,1691,58.83916667,-136.1158333,,0,,,,,,0,0
0,281,-1,1692,58.81666667,-136.0883333,,0,,,,,,0,0
0,282,-1,1693,58.9425,-136.575,,0,,,,,,0,0
0,283,-1,1694,59.00916667,-136.715,,0,,,,,,0,0
0,284,-1,1695,58.85222222,-136.4975,,0,,,,,,0,0
0,285,-1,1697,59.00111111,-136.9408333,,0,,,,,,0,0
0,286,-1,1698,58.77333333,-136.5616667,,0,,,,,,0,0
0,287,-1,1699,58.82,-136.6516667,,0,,,,,,0,0
1,288,127611,17,58.77778333,-135.0078,10/04/0112/0,208,SE04_06,6/4/04,SE04_0604161700,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15029133.52,8132842.093
1,289,98893,170,56.51361111,-133.1238889,11/02/5510/0,660.3905472,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14819091.92,7661253.331
0,290,-1,1700,58.43416667,-136.065,,0,,,,,,0,0
1,291,72810,1701,58.38,-136.0433333,10/03/4860/0,685,SE05_H06,7/21/05,SE05_H_0721173155,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15143910.24,8047759.023
1,292,89092,1702,58.38083333,-135.9191667,10/03/4875/0,425,SE05_H18,7/25/05,SE05_H_0725165721,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15130429.9,8047892.967
0,293,-1,1703,58.37166667,-136.04,,0,,,,,,0,0
1,294,77005,1705,58.18583333,-135.9833333,10/02/0754/0,12646,SE04_03,6/3/04,SE04_0603164003,53,Protected/Estuary,-15138136.59,8005511.64
1,295,5409,1706,60.150054,-152.633311,04/06/0319/0,300.071,CI01_04,6/22/01,CI09_HM_20090622170550,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16990839.49,8433188.46
1,296,5409,1707,60.150054,-152.633311,04/06/0319/0,300.071,CI01_04,6/22/01,CI09_HM_20090622170550,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16990839.49,8433188.46
1,297,194856,1708,59.64031667,-151.2064167,04/02/0212/A,1569.365,CI09_HM_12,6/25/09,,32,Semi-Exposed/Mobile/Sediment,-16831782.2,8318767.842
1,298,127435,171,57.12444444,-133.2052778,11/01/1246/0,129.7656586,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14828246.7,7785626.329
1,299,194861,1710,59.60691667,-151.1881167,04/02/0233/A,338.473,CI09_HM_12,6/25/09,,42,Semi-Protected/Mobile/Sediment,-16830224.32,8312675.33
1,300,195167,1711,59.505456,-151.511535,04/01/0037/A,171.968,CI09_HM_12,6/25/09,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16866220.14,8290416.631
1,301,194874,1713,59.59235,-151.1597333,04/02/0245/A,897.834,CI09_HM_12,6/25/09,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16827060.05,8309204.251
1,302,5930,1714,59.539985,-150.34396,03/02/0448/0,1669.19,OK02_07,6/25/02,OK02_0625171121,53,Protected/Estuary,-16735840.55,8297855.27
1,303,19046,1714,59.54373,-150.33971,03/02/0441/0,991.479,OK02_07,6/25/02,OK02_0625170950,42,Semi-Protected/Mobile/Sediment,-16735683.74,8298922.69
1,304,8659,1716,59.72018,-149.95203,03/02/0912/0,1925.49,OK02_09,6/26/02,OK02_0626153737,53,Protected/Estuary,-16691943.36,8338191.838
1,305,20854,1717,59.937,-149.67613,03/02/1320/0,687.833,OK02_11,6/26/02,OK02_0626181401,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16662000.96,8386258.808
1,306,3744,1718,59.85774,-149.74754,03/02/1274/0,2050.337,OK02_10,6/26/02,OK02_0626175230,42,Semi-Protected/Mobile/Sediment,-16669920.06,8368200.649
1,307,45990,1719,59.85888,-149.65848,03/02/1378/0,145.553,OK02_01,6/24/02,OK02_0624142211,40,Semi-Protected/Immobile/Rock,-16659638.09,8368368.52
1,308,109783,172,57.11444444,-133.205,11/01/1252/0,141.0988772,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14828287.57,7783436.108
1,309,1463,1720,59.76231,-150.02202,03/02/0941/0,193.007,OK02_09,6/26/02,OK02_0626154440,50,Protected/Immobile/Rock,-16700229.67,8347013.131
1,310,18582,1721,59.77547,-149.94507,03/02/0999/0,282.056,OK02_09,6/26/02,OK02_0626160539,43,Semi-Protected/Estuary,-16691908.18,8350108.878
1,311,7806,1722,59.87975,-149.73885,03/02/1278/0,332.021,OK02_11,6/26/02,OK02_0626180000,53,Protected/Estuary,-16668902.77,8372908.479
1,312,10326,1723,59.53693,-150.34883,03/02/0445/0,317.973,OK02_07,6/25/02,OK02_0625171045,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16736736.1,8297320.495
1,313,5915,1724,59.69632,-149.73967,03/02/1145/0,1123.392,OK02_10,6/26/02,OK02_0626172216,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16668812.37,8332696.868
1,314,110264,1725,59.48122,-135.36292,10/04/1208/0,1029,SE04_05,6/4/04,SE04_0604145838,63,Very Protected/Estuary,-15068879.48,8285664.979
0,315,-1,1725,59.480025,-135.355345,,0,,,,,,0,0
0,316,-1,1725,59.47962667,-135.35282,,0,,,,,,0,0
1,317,110265,1726,59.48935,-135.35038,10/04/1209/0,3019,SE04_05,6/4/04,SE04_0604145937,63,Very Protected/Estuary,-15067553.27,8287384.88
1,318,120581,173,57.42277778,-133.4530556,10/05/5314/0,119.4325128,,,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14856083.63,7847252.285
1,319,194511,1730,59.599355,-151.412626,04/03/0210/A,303.478,CI09_HM_11,6/25/09,,32,Semi-Exposed/Mobile/Sediment,-16855113.36,8311156.103
1,320,5410,1731,60.183136,-152.619253,04/06/0328/0,169.447,CI01_04,6/22/01,CI09_HM_20090622170355,32,Semi-Exposed/Mobile/Sediment,-16989438.3,8440617.21
1,321,195079,1732,59.53776667,-151.3947,04/02/0457/A,637.158,CI09_HM_12,6/25/09,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16853199.85,8297564.204
1,322,195083,1733,59.541359,-151.403446,04/02/0453/A,887.623,CI09_HM_12,6/25/09,,43,Semi-Protected/Estuary,-16854524.86,8298320.734
1,323,193442,1734,59.48468333,-151.5758833,04/01/0379/B,568.888,CI09_HM_19,6/27/09,,32,Semi-Exposed/Mobile/Sediment,-16873531.57,8285390.48
1,324,195085,1735,59.54405,-151.4165167,04/02/0465/A,220.523,CI09_HM_12,6/25/09,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16855621.49,8298995.848
1,325,156128,1736,60.113407,-152.589353,04/06/0301/0,537.47,CI01_04,6/22/01,CI09_HM_20090622170735,42,Semi-Protected/Mobile/Sediment,-16986040.81,8425050.376
1,326,195027,1737,59.57958333,-151.3058333,04/02/0401/A,674.628,CI09_HM_12,6/25/09,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16842778.54,8306755.131
1,327,16049,1738,59.39553333,-151.9011333,04/01/0605/0,446.132,CI01_09,6/23/01,CI09_HM_20090626183150,40,Semi-Protected/Immobile/Rock,-16909509.92,8266542.391
1,328,26008,1742,59.37703333,-151.8655833,04/01/0618/0,591.672,CI01_09,6/23/01,CI09_HM_20090626183254,40,Semi-Protected/Immobile/Rock,-16905549.6,8262848.75
1,329,193689,1743,59.43681667,-151.8036833,04/01/0564/B,481.061,CI09_HM_19,6/27/09,,32,Semi-Exposed/Mobile/Sediment,-16898747.03,8275354.148
1,330,193700,1744,59.43298333,-151.8346333,04/01/0571/A,177.349,CI09_HM_19,6/27/09,,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-16902010.65,8274554.681
1,331,8492,1745,59.34553333,-151.8021167,04/01/0706/0,189.061,CI01_09,6/23/01,CI09_HM_20090626184413,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16898525.73,8255316.558
1,332,26394,1746,60.65468,-147.44301,02/05/0542/0,140.2205552,PWS07_RC05,6/1/07,PWS07_RC_20070601160545,52,Protected/Mobile/Sediment,-16413258.04,8546945.448
1,333,15908,1747,60.85985,-147.18463,02/03/3534/0,508.3679026,PWS07_DV11,5/18/07,PWS07_DV_20070518152316,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-16384476.24,8593576.822
1,334,40092,1748,60.868235,-147.18444,02/03/3528/0,326.6187695,PWS07_DV11,5/18/07,PWS07_DV_20070518152227,32,Semi-Exposed/Mobile/Sediment,-16384614.79,8595228.789
1,335,87277,175,58.61,-135.2094444,10/04/2055/0,178,SE05_H01,7/20/05,SE05_H_0720133537,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15051461.22,8096730.066
1,336,24813,1750,60.88119,-147.17838,02/03/3520/0,429.1045288,PWS07_DV11,5/18/07,PWS07_DV_20070518152130,42,Semi-Protected/Mobile/Sediment,-16383658.03,8598393.532
1,337,34278,1751,60.69128,-147.40824,02/05/0447/0,200.0490542,PWS07_RC04,6/1/07,PWS07_RC_20070601154859,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16409514.42,8554468.242
1,338,26156,1753,60.48821,-147.71979,02/05/2756/0,388.5975028,PWS07_NG13,5/19/07,PWS07_NG_20070519161637,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16444045.71,8509376.235
1,339,32174,1754,60.43781,-147.937185,02/02/4115/0,188.513,PWS04_11,7/3/04,PWS2004_0703184505,42,Semi-Protected/Mobile/Sediment,-16468386.33,8497944.919
1,340,154941,1756,60.49654,-147.965755,02/02/0384/0,329.403,PWS04_12,7/4/04,PWS2004_0704160732,42,Semi-Protected/Mobile/Sediment,-16471642.06,8510898.924
1,341,36216,1758,60.62126,-148.15855,02/02/3610/0,200.186,PWS04_16,7/5/04,PWS2004_0705181909,42,Semi-Protected/Mobile/Sediment,-16492889.11,8539315.425
1,342,13236,1759,60.35232,-146.62218,02/06/1257/0,238.7207532,PWS07_DV02,5/15/07,PWS07_DV_20070515152723,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16321825.38,8478680.025
1,343,62599,176,58.57305556,-135.1825,10/04/2028/0,437,SE05_H01,7/20/05,SE05_H_0720132945,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15048630.29,8088812.25
1,344,22424,1760,60.28755,-147.02856,02/06/0135/0,147.8584193,PWS07_NG04,5/17/07,PWS07_NG_20070517150319,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16367230.46,8464231.173
1,345,53859,1761,60.3346,-146.54715,02/06/1291/0,230.3136254,PWS07_DV03,5/15/07,PWS07_DV_20070515154255,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16313733.03,8474503.697
1,346,37317,1762,60.73364,-146.19441,02/04/1179/0,378.2517365,PWS07_RC02,5/31/07,PWS07_RC_20070531155949,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16274574.11,8565092.626
1,347,58325,1763,60.5603,-145.96144,02/04/7272/0,356.8879059,PWS07_DV21,5/20/07,PWS07_DV_20070520192002,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16248454.41,8525561.335
1,348,19660,1764,60.82019,-146.41748,02/04/2308/0,855.9182791,PWS07_DV17,5/19/07,PWS07_DV_20070519190817,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16298327.69,8584899.93
1,349,46599,1765,60.68783,-147.46242,02/05/0491/0,118.7652001,PWS07_RC04,6/1/07,PWS07_RC_20070601155150,42,Semi-Protected/Mobile/Sediment,-16415385.74,8554348.52
1,350,2878,1766,60.128166,-152.664557,04/06/0281/0,214.074,CI01_04,6/22/01,CI09_HM_20090622163917,42,Semi-Protected/Mobile/Sediment,-16994377.33,8428411.807
1,351,193617,1767,59.41405,-151.7192,04/01/0512/B,283.831,CI09_HM_19,6/27/09,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16889455.25,8270412.833
1,352,193982,1768,59.5065,-151.3723167,04/02/0518/B,318.679,CI09_HM_13,6/25/09,,50,Protected/Immobile/Rock,-16850616.23,8290842.932
1,353,92605,1769,57.04613,-135.318,10/01/0403/0,489,SE04_18,6/7/04,SE04_0607183555,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15063521.35,7769620.192
1,354,92605,1769,57.04219,-135.3188,10/01/0403/0,489,SE04_18,6/7/04,SE04_0607183555,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15063521.35,7769620.192
1,355,137469,177,56.19430556,-133.5168056,11/05/0736/0,666.9111076,SE07_SS_09,7/30/07,SE07_SS_20070730150822,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14862973.79,7597014.965
0,356,-1,1770,57.0394,-135.307,,0,,,,,,0,0
1,357,14300,1773,60.105196,-152.571851,04/06/0315/0,148.688,CI01_04,6/22/01,CI09_HM_20090622170811,42,Semi-Protected/Mobile/Sediment,-16984115.18,8423196.087
1,358,193488,1774,59.46106667,-151.7083167,04/01/0411/A,130.899,CI09_HM_19,6/27/09,,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-16887983.13,8280568.524
1,359,193997,1775,59.48181667,-151.3469667,04/02/0525/A,406.895,CI09_HM_13,6/25/09,,50,Protected/Immobile/Rock,-16847864,8285381.043
1,360,194073,1776,59.49956667,-151.4716667,04/01/0052/D,221.631,CI09_HM_13,6/25/09,,40,Semi-Protected/Immobile/Rock,-16861840.71,8289463.764
1,361,193629,1777,59.42745,-151.74135,04/01/0524/A,227.946,CI09_HM_19,6/27/09,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16891680.81,8273154.049
1,362,194093,1778,59.48585,-151.458866,04/01/0064/A,112.4,CI09_HM_13,6/25/09,,42,Semi-Protected/Mobile/Sediment,-16860293.9,8286185.06
1,363,194399,1779,59.46766667,-151.4573833,04/01/0189/B,149.879,CI09_HM_13,6/25/09,,42,Semi-Protected/Mobile/Sediment,-16860078.01,8282174.59
1,364,194296,1780,59.4249,-151.3393167,04/01/0144/A,100.742,CI09_HM_13,6/25/09,,40,Semi-Protected/Immobile/Rock,-16847000.22,8272860.141
0,365,-1,1781,58.943291,-152.041043,,0,,,,,,0,0
1,366,15460,1782,60.107411,-152.617096,04/06/0289/0,479.619,CI01_04,6/22/01,CI09_HM_20090622163757,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16989216.95,8423688.726
1,367,89013,1784,60.0261,-141.3704833,09/01/0403/0,78,SE05_H12,7/23/05,SE05_H_0723180627,42,Semi-Protected/Mobile/Sediment,-15737246.52,8405506.439
1,368,62970,1785,60.052,-141.3179833,09/01/0123/0,276,SE05_H11,7/23/05,SE05_H_0723171730,42,Semi-Protected/Mobile/Sediment,-15731348.2,8411079.967
1,369,111252,1786,59.59726667,-139.6143667,09/02/2292/0,2678,SE05_H16,7/24/05,SE05_H_0724191704,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15541581.81,8310783.167
1,370,67973,1787,59.62674167,-139.654825,09/02/2207/0,448,SE05_H16,7/24/05,SE05_H_0724190144,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15546037.75,8317631.854
1,371,63033,1788,59.644908,-139.57376,09/02/0005/0,232,SE05_H15,7/24/05,SE05_H_0724171131,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15537127.21,8321378.794
1,372,82045,1789,59.67366667,-139.64465,09/02/2192/0,360,SE05_H16,7/24/05,SE05_H_0724185115,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-15545365.76,8326822.45
1,373,91074,179,56.21111111,-133.0683333,11/04/4082/0,1448.11677,SE07_TK_11,7/15/07,SE07_TK_20070715152327,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14813631.65,7600045.518
1,374,195147,1791,59.5133,-151.4872333,04/01/0026/A,846.559,CI09_HM_12,6/25/09,,32,Semi-Exposed/Mobile/Sediment,-16863126.76,8292190.483
1,375,90394,18,58.78516667,-135.0201667,10/04/0104/0,168,SE04_06,6/4/04,SE04_0604161617,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15030283.83,8134187.219
1,376,101243,180,56.24777778,-133.0780556,11/04/4149/0,404.2442659,SE07_TK_12,7/15/07,SE07_TK_20070715153901,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14814027.1,7607757.52
1,377,91820,181,56.23680556,-133.0726389,11/04/4132/0,365.8418154,SE07_TK_11,7/15/07,SE07_TK_20070715153428,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14813708.01,7605198.046
1,378,92490,183,56.14680556,-133.5393056,11/05/0544/0,339.8517178,SE07_SS_08,7/30/07,SE07_SS_20070730143519,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14865649.1,7587646.77
1,379,74677,185,55.41555556,-132.6880556,12/08/6423/0,79.72072127,SE07_TK_07,7/14/07,SE07_TK_20070714132128,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14770751.76,7442908.705
1,380,105186,1855,56.6808,-134.85434,10/07/2892/0,79.53861579,SE07_SK_11,6/15/07,SE07_SK_20070615163806,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15011944.39,7695084.485
