SeineID,Common,LifeStage,Count,Length_mm,Deceased,Notes
230720CP4,Sturgeon Poacher,,1,34,,
230720CP4,Sturgeon Poacher,,1,35,,
230720CP4,Sturgeon Poacher,,1,31,,
230720CP4,Sturgeon Poacher,,12,,,
230720CP4,Sand Shrimp,,1,50,,
230720CP4,Sand Shrimp,,1,35,,
230720CP4,Sand Shrimp,,1,48,,
230720CP4,Sand Shrimp,,1,51,,
230720CP4,Pacific Halibut,YOY,1,41,,
230720CP4,Pacific Halibut,YOY,1,46,,
230720CP4,Pacific Halibut,YOY,1,51,,
230720CP4,Pacific Halibut,YOY,1,40,,
230720CP4,Pacific Halibut,YOY,1,35,,
230720CP4,Pacific Halibut,YOY,1,55,,
230720CP4,Pacific Halibut,YOY,1,45,,
230720CP4,Pacific Halibut,YOY,1,34,,
230720CP4,Pacific Halibut,YOY,1,50,,
230720CP4,Pacific Halibut,YOY,1,32,,
230720CP4,Pacific Halibut,YOY,1,33,,
230720CP4,Pacific Halibut,YOY,1,41,,
230720CP4,Pacific Halibut,YOY,1,47,,
230720CP4,Pacific Halibut,YOY,1,45,,
230720CP4,Pacific Halibut,YOY,1,43,,
230720CP4,Pacific Halibut,YOY,1,58,,
230720CP4,Pacific Halibut,YOY,1,32,,
230720CP4,Pacific Halibut,YOY,1,46,,
230720CP4,Pacific Halibut,YOY,1,51,,
230720CP4,Pacific Halibut,YOY,1,35,,
230720CP4,Armorhead Sculpin,,1,21,,
230720CP4,Armorhead Sculpin,,1,24,,
230720CP4,Armorhead Sculpin,,1,35,,
230720CP4,Armorhead Sculpin,,1,31,,
230720CP4,Armorhead Sculpin,,1,31,,
230720CP4,Armorhead Sculpin,,1,34,,
230720CP4,Armorhead Sculpin,,1,29,,
230720CP4,Armorhead Sculpin,,1,29,,
230720CP4,Armorhead Sculpin,,1,28,,
230720CP4,Armorhead Sculpin,,1,20,,
230720CP4,Tubenose Poacher,,1,59,,
230720CP4,Tubenose Poacher,,1,60,,
230720CP4,Pacific Sand Lance,,1,106,,
230821CP1,Dolly Varden,,1,187,,
230821CP1,Great Sculpin,,1,47,,
230821CP1,Great Sculpin,,1,42,,
230821CP1,Great Sculpin,,1,35,,
230821CP1,Great Sculpin,,1,41,,
230821CP1,Great Sculpin,,1,60,,
230821CP1,Great Sculpin,,1,45,,
230821CP1,Great Sculpin,,1,47,,
230821CP1,Great Sculpin,,1,49,,
230821CP1,Great Sculpin,,1,45,,
230821CP1,Great Sculpin,,1,42,,
230821CP1,Great Sculpin,,1,43,,
230821CP1,Great Sculpin,,1,40,,
230821CP1,Great Sculpin,,1,52,,
230821CP1,Great Sculpin,,1,31,,
230821CP1,Great Sculpin,,1,28,,
230821CP1,Rock Sole,,1,110,,
230821CP1,Rock Sole,,1,76,,
230821CP1,Saffron Cod,Juvenile,1,77,,
230821CP1,Pacific Herring,YOY,1,49,,
230821CP1,Pacific Herring,YOY,1,38,,
230821CP1,Pacific Halibut,Juvenile,1,65,,
230821CP1,Pacific Halibut,Juvenile,1,47,,
230821CP1,Pacific Halibut,Juvenile,1,52,,
230821CP1,Sand Shrimp,,1,53,,
230821CP1,Starry Flounder,YOY,1,37,,
230821CP1,Pacific Cod,Juvenile,1,69,,
230821CP1,Pacific Herring,YOY,1,39,,
230821CP1,Tubenose Poacher,,1,85,,
230821CP1,Unidentified Flatfish,YOY,1,28,,
230821CP1,Unidentified Flatfish,YOY,1,25,,
230821CP1,Showy Snailfish,,1,30,,
230821CP1,Scalyhead Sculpin,,1,134,,
230821CP2,Sand Shrimp,,1,29,,
230821CP2,Sand Shrimp,,1,27,,
230821CP2,Staghorn Sculpin,,1,285,,
230821CP2,Pacific Halibut,Juvenile,1,59,,
230821CP2,Pacific Halibut,Juvenile,1,34,,
230821CP2,Pacific Halibut,Juvenile,1,48,,
230821CP2,Great Sculpin,,1,37,,
230821CP2,Great Sculpin,,1,42,,
230821CP2,Great Sculpin,,1,44,,
230821CP2,Great Sculpin,,1,46,,
230821CP2,Great Sculpin,,1,45,,
230821CP2,Great Sculpin,,1,35,,
230821CP2,Great Sculpin,,1,45,,
230821CP2,Pacific Sand Lance,,1,43,,
230821CP2,Armorhead Sculpin,,1,41,,
230821CP2,Armorhead Sculpin,,1,48,,
230821CP2,Armorhead Sculpin,,1,40,,
230821CP2,Armorhead Sculpin,,1,34,,
230821CP2,Saffron Cod,YOY,1,24,,
230821CP2,Saffron Cod,Juvenile,1,62,,
230821CP2,Snake Prickleback,,1,80,,
230821CP2,Snake Prickleback,,1,89,,
230821CP2,Unidentified Flatfish,YOY,1,27,,
230821CP3,Rock Sole,,1,111,,
230821CP3,Rock Sole,,1,152,,
230821CP3,Rock Sole,,1,68,,
230821CP3,Rock Sole,,1,128,,
230821CP3,Rock Sole,,1,70,,
230821CP3,Rock Sole,,1,120,,
230821CP3,Rock Sole,,1,69,,
230821CP3,Crescent Gunnel,,1,80,,
230821CP3,Crescent Gunnel,,1,75,,
230821CP3,Pink Salmon,Juvenile,1,90,,
230821CP3,Sand Shrimp,,1,52,,
230821CP3,Sand Shrimp,,1,60,,
230821CP3,Sand Shrimp,,1,43,,
230821CP3,Sand Shrimp,,1,25,,
230821CP3,Sand Shrimp,,1,27,,
230821CP3,Tubenose Poacher,,1,73,,
230821CP3,Tubenose Poacher,,1,80,,
230821CP3,Pacific Halibut,Juvenile,1,45,,
230821CP3,Pacific Halibut,Juvenile,1,51,,
230821CP3,Pacific Halibut,Juvenile,1,85,,
230821CP3,Pacific Halibut,Juvenile,1,68,,
230821CP3,Pacific Halibut,Juvenile,1,55,,
230821CP3,Pacific Halibut,Juvenile,1,80,,
230821CP3,Pacific Halibut,Juvenile,1,46,,
230821CP3,Pacific Halibut,Juvenile,1,45,,
230821CP3,Pacific Halibut,Juvenile,1,40,,
230821CP3,Pacific Halibut,Juvenile,1,40,,
230821CP3,Pacific Halibut,Juvenile,1,43,,
230821CP3,Pacific Halibut,Juvenile,1,35,,
230821CP3,Pacific Halibut,Juvenile,1,51,,
230821CP3,Unidentified Flatfish,YOY,1,29,,
230821CP3,Unidentified Flatfish,YOY,1,23,,
230821CP3,Unidentified Flatfish,YOY,1,30,,
230821CP3,Unidentified Flatfish,YOY,1,28,,
230821CP3,Unidentified Flatfish,YOY,1,30,,
230821CP3,Snailfish,,1,49,,
230821CP3,Snailfish,,1,50,,
230821CP3,Snailfish,,1,47,,
230821CP3,Snailfish,,1,17,,
230821CP3,Armorhead Sculpin,,1,46,,
230821CP3,Pacific Cod,Juvenile,1,58,,
230821CP3,Sand Sole,,1,95,,
230821CP3,Sand Sole,,1,285,,
230821CP3,Pacific Herring,YOY,1,32,,
230821CP3,Pacific Sand Lance,,1,40,,
230821CP3,Hermit Crab,,1,10,,
230821CP3,Hermit Crab,,1,10,,
230821CP3,Starry Flounder,YOY,1,35,,
230821CP4,Pacific Herring,YOY,1,45,,
230821CP4,Pacific Herring,YOY,1,50,,
230821CP4,Pacific Herring,YOY,1,48,,
230821CP4,Pacific Herring,YOY,1,43,,
230821CP4,Pacific Herring,YOY,1,45,,
230821CP4,Pacific Herring,YOY,1,40,,
230821CP4,Pacific Herring,YOY,1,55,,
230821CP4,Pacific Herring,YOY,1,57,,
230821CP4,Pacific Herring,YOY,1,54,,
230821CP4,Pacific Herring,YOY,1,45,,
230821CP4,Pacific Herring,YOY,1,45,,
230821CP4,Pacific Herring,YOY,1,48,,
230821CP4,Pacific Herring,YOY,1,48,,
230821CP4,Pacific Herring,YOY,1,53,,
230821CP4,Pacific Herring,YOY,1,57,,
230821CP4,Pacific Herring,YOY,1,50,,
230821CP4,Pacific Herring,YOY,1,47,,
230821CP4,Pacific Herring,YOY,1,40,,
230821CP4,Pacific Herring,YOY,1,50,,
230821CP4,Pacific Herring,YOY,1,43,,
230821CP4,Pacific Herring,YOY,1,45,,
230821CP4,Pacific Herring,YOY,1,42,,
230821CP4,Pacific Herring,YOY,1,45,,
230821CP4,Pacific Herring,YOY,1,60,,
230821CP4,Pacific Herring,YOY,1,46,,
230821CP4,Pacific Herring,YOY,1,52,,
230821CP4,Pacific Herring,YOY,1,51,,
230821CP4,Pacific Herring,YOY,1,50,,
230821CP4,Pacific Herring,YOY,1,55,,
230821CP4,Pacific Herring,YOY,1,62,,
230821CP4,Pacific Herring,YOY,1,58,,
230821CP4,Pacific Herring,YOY,1,49,,
230821CP4,Pacific Herring,YOY,1,50,,
230821CP4,Pacific Herring,YOY,1,60,,
230821CP4,Pacific Herring,YOY,190,,,
230821CP4,Staghorn Sculpin,,1,281,,
230821CP4,Staghorn Sculpin,,1,260,,
230821CP4,Staghorn Sculpin,,1,272,,
230821CP4,Rock Sole,,1,107,,
230821CP4,Rock Sole,,1,95,,
230821CP4,Rock Sole,,1,132,,
230821CP4,Rock Sole,,1,110,,
230821CP4,Rock Sole,,1,120,,
230821CP4,Rock Sole,,1,72,,
230821CP4,Rock Sole,,1,110,,
230821CP4,Rock Sole,,1,125,,
230821CP4,Rock Sole,,1,125,,
230821CP4,Rock Sole,,1,67,,
230821CP4,Rock Sole,,1,70,,
230821CP4,Rock Sole,,1,137,,
230821CP4,Rock Sole,,1,109,,
230821CP4,Rock Sole,,1,69,,
230821CP4,Rock Sole,,1,121,,
230821CP4,Rock Sole,,1,129,,
230821CP4,Rock Sole,,1,95,,
230821CP4,Rock Sole,,1,65,,
230821CP4,Rock Sole,,1,120,,
230821CP4,Rock Sole,,1,75,,
230821CP4,Rock Sole,,1,70,,
230821CP4,Rock Sole,,1,42,,
230821CP4,Rock Sole,,1,65,,
230821CP4,Rock Sole,,1,74,,
230821CP4,Rock Sole,,1,70,,
230821CP4,Rock Sole,,1,64,,
230821CP4,Rock Sole,,1,78,,
230821CP4,Rock Sole,,1,74,,
230821CP4,Rock Sole,,1,94,,
230821CP4,Rock Sole,,1,65,,
230821CP4,Rock Sole,,1,,,
230821CP4,Tubenose Poacher,,1,60,,
230821CP4,Tubenose Poacher,,1,85,,
230821CP4,Tubenose Poacher,,1,87,,
230821CP4,Tubenose Poacher,,1,82,,
230821CP4,Tubenose Poacher,,1,77,,
230821CP4,Tubenose Poacher,,1,79,,
230821CP4,Tubenose Poacher,,1,80,,
230821CP4,Tubenose Poacher,,1,89,,
230821CP4,Pacific Herring,,1,136,,
230821CP4,Pacific Halibut,Juvenile,1,32,,
230821CP4,Pacific Halibut,Juvenile,1,62,,
230821CP4,Pacific Halibut,Juvenile,1,105,,
230821CP4,Pacific Halibut,Juvenile,1,62,,
230821CP4,Pacific Halibut,Juvenile,1,143,,
230821CP4,Pacific Halibut,Juvenile,1,40,,
230821CP4,Pacific Halibut,Juvenile,1,45,,
230821CP4,Pacific Halibut,Juvenile,1,54,,
230821CP4,Pacific Halibut,Juvenile,1,65,,
230821CP4,Pacific Halibut,Juvenile,1,47,,
230821CP4,Pacific Halibut,Juvenile,1,85,,
230821CP4,Pacific Halibut,Juvenile,1,58,,
230821CP4,Pacific Halibut,Juvenile,1,51,,
230821CP4,Pacific Halibut,Juvenile,1,43,,
230821CP4,Pacific Halibut,Juvenile,1,61,,
230821CP4,Pacific Halibut,Juvenile,1,68,,
230821CP4,Pacific Halibut,Juvenile,1,45,,
230821CP4,Pacific Halibut,Juvenile,1,52,,
230821CP4,Pacific Halibut,Juvenile,1,45,,
230821CP4,Pacific Halibut,Juvenile,1,37,,
230821CP4,Surf Smelt,,1,110,,
230821CP4,Sturgeon Poacher,,1,48,,
230821CP4,Sturgeon Poacher,,1,49,,
230821CP4,Sturgeon Poacher,,1,39,,
230821CP4,Sturgeon Poacher,,1,50,,
230821CP4,Sturgeon Poacher,,1,48,,
230821CP4,Sturgeon Poacher,,1,49,,
230821CP4,Sturgeon Poacher,,1,50,,
230821CP4,Sand Shrimp,,1,30,,
230821CP4,Sand Shrimp,,1,45,,
230821CP4,Sand Shrimp,,1,32,,
230821CP4,Sand Shrimp,,1,31,,
230821CP4,Sand Shrimp,,1,36,,
230821CP4,Sandfish,,1,72,,
230821CP4,Snailfish,,1,40,,
230821CP4,Snailfish,,1,40,,
