"SiteID","RegionCode","Region","WebsiteLocation","RawSite","Lat","Long","Comments","Habitat","RawHab","Location","FA Locale","FA SubLocale","Nickname","SiteStatus","NoPosition","BadPosition","BadPositionDescription","AveragedPos"
560,"GOA","Gulf of Alaska","Prince William Sound, Shotgun Cove","B29",60.79629,-148.53369,,"Kelp",,"Shotgun Cove","Shotgun Cove",,,"yes",FALSE,FALSE,,FALSE
561,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Nu Cove","B03",58.3801,-134.6918,,"Eelgrass",,"Auke Bay","Auke Bay","Auke Nu Cove","West","yes",FALSE,FALSE,,FALSE
562,"GOA","Gulf of Alaska","Prince William Sound, Bainbridge Island, Knight Passage","B30",60.20034,-148.05629,,"Eelgrass",,"Bainbridge Island","Flemming Island","Knight Passage","opportunistic set","yes",FALSE,FALSE,,FALSE
563,"GOA","Gulf of Alaska","Prince William Sound, Bainbridge Island, Knight Passage","B31",60.20034,-148.05629,,"Eelgrass",,"Bainbridge Island","Flemming Island","Knight Passage","opportunistic set","yes",FALSE,FALSE,,FALSE
564,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","B15",71.351,-156.5706,,"Sand-Gravel",,,"Chukchi Sea","Niksirok","monitor - Nisksiraq area","yes",FALSE,FALSE,,FALSE
565,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","T15A",71.37264500000001,-156.576225,,"Sand-Gravel",,,"Chukchi Sea","Niksirok","Nisksiraq area","yes",FALSE,FALSE,,TRUE
566,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","T15B",71.37012,-156.58979,,"Sand-Gravel",,,"Chukchi Sea","Niksirok","Nisksiraq area - extra in 2007","yes",FALSE,FALSE,,TRUE
567,"CHUK","Chukchi Sea","Utqiagvik, Nisksiraq area","T15C",71.35121000000001,-156.58201,,"Sand-Gravel",,,"Chukchi Sea","Niksirok","Nisksiraq area","yes",FALSE,FALSE,,TRUE
568,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","B16",71.3056,-156.755,"merged NAPA site (old B05, old SiteID 479) sampled in 2005-06 with Boat ramp monitoring site B16 in Jan 2016","Sand-Gravel",,,"Chukchi Sea","Barrow boat ramp","monitor - Boat ramp","yes",FALSE,FALSE,,FALSE
569,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","T16C",71.313665,-156.77715,,"Sand-Gravel",,,"Chukchi Sea","Barrow boat ramp","Boat ramp - extra in 2007","yes",FALSE,FALSE,,TRUE
570,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","T16A",71.30758,-156.75302,,"Sand-Gravel",,,"Chukchi Sea","Barrow boat ramp","Boat ramp","yes",FALSE,FALSE,,TRUE
571,"CHUK","Chukchi Sea","Utqiagvik, boat ramp","T16B",71.30988499999999,-156.76882,,"Sand-Gravel",,,"Chukchi Sea","Barrow boat ramp","Boat ramp","yes",FALSE,FALSE,,TRUE
572,"CHUK","Chukchi Sea","""Hollywood""","B17",71.2375,-156.9101,"merged Nunavak site (old B08, old SiteID 482) sampled in 2005-06 with Hollywood monitoring site B17 in Jan 2016","Sand-Gravel",,,"Chukchi Sea","""Hollywood""","monitor - Hollywood","yes",FALSE,FALSE,,FALSE
573,"CHUK","Chukchi Sea","""Hollywood""","T17A",71.24126000000001,-156.922715,,"Sand-Gravel",,,"Chukchi Sea","""Hollywood""","Hollywood","yes",FALSE,FALSE,,TRUE
574,"CHUK","Chukchi Sea","""Hollywood""","T17B",71.238045,-156.91984,,"Sand-Gravel",,,"Chukchi Sea","""Hollywood""","Hollywood","yes",FALSE,FALSE,,TRUE
575,"CHUK","Chukchi Sea","Will Rogers Memorial","B18",71.1644,-157.04814,"merged Mosquito site (old B10, old SiteID 484) sampled in 2005-06 with Hollywood monitoring site B18 in Jan 2016","Sand-Gravel",,,"Chukchi Sea","Monument","monitor - Will Rogers Memorial","yes",FALSE,FALSE,,FALSE
576,"CHUK","Chukchi Sea","Will Rogers Memorial","T18A",71.16677999999999,-157.04878,,"Sand-Gravel",,,"Chukchi Sea","Monument","Will Rogers Memorial","yes",FALSE,FALSE,,TRUE
577,"CHUK","Chukchi Sea","Will Rogers Memorial","T18B",71.16665500000001,-157.06235,,"Sand-Gravel",,,"Chukchi Sea","Monument","Will Rogers Memorial","yes",FALSE,FALSE,,TRUE
578,"CHUK","Chukchi Sea","""Gray whale beach""","B19",71.08969999999999,-157.1791,,"Sand-Gravel",,,"Chukchi Sea","""Gray whale beach""","monitor - Gray whale beach","yes",FALSE,FALSE,,FALSE
579,"CHUK","Chukchi Sea","""Gray whale beach""","T19A",71.09416999999999,-157.197295,,"Sand-Gravel",,,"Chukchi Sea","""Gray whale beach""","Gray whale beach","yes",FALSE,FALSE,,TRUE
580,"CHUK","Chukchi Sea","""Gray whale beach""","T19B",71.09119,-157.186785,,"Sand-Gravel",,,"Chukchi Sea","""Gray whale beach""","Gray whale beach","yes",FALSE,FALSE,,TRUE
582,"CHUK","Chukchi Sea","Point Barrow","T03A",71.383645,-156.485395,,"Sand-Gravel",,,"Chukchi Sea","Point Barrow","Point Barrow","yes",FALSE,FALSE,,TRUE
583,"CHUK","Chukchi Sea","Point Barrow","T03B",71.381035,-156.496595,,"Sand-Gravel",,,"Chukchi Sea","Point Barrow","Point Barrow","yes",FALSE,FALSE,,TRUE
585,"BEAU","Beaufort Sea","Cooper Island","T07A",71.24128999999999,-155.724175,,"Sand-Gravel",,"Beaufort Sea","western Beaufort Sea","Cooper Island","cooper 7","yes",FALSE,FALSE,,TRUE
586,"BEAU","Beaufort Sea","Cooper Island","T07B",71.265005,-155.70693,,"Sand-Gravel",,"Beaufort Sea","western Beaufort Sea","Cooper Island","cooper 7","yes",FALSE,FALSE,,TRUE
588,"BEAU","Beaufort Sea","Cooper Island","T09A",71.23588000000001,-155.635385,,"Sand-Gravel",,"Beaufort Sea","western Beaufort Sea","Cooper Island","cooper 9","yes",FALSE,FALSE,,TRUE
589,"BEAU","Beaufort Sea","Cooper Island","T09B",71.25306499999999,-155.62088,,"Sand-Gravel",,"Beaufort Sea","western Beaufort Sea","Cooper Island","cooper 9","yes",FALSE,FALSE,,TRUE
591,"BEAU","Beaufort Sea","Cooper Island","T11A",71.24007,-155.54219,,"Sand-Gravel",,"Beaufort Sea","western Beaufort Sea","Cooper Island","cooper 11","yes",FALSE,FALSE,,TRUE
592,"BEAU","Beaufort Sea","Cooper Island","T11B",71.22977499999999,-155.57422,,"Sand-Gravel",,"Beaufort Sea","western Beaufort Sea","Cooper Island","cooper 11","yes",FALSE,FALSE,,TRUE
593,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Cholmondeley Sound, West Arm","B02",55.2541,-132.4418,,"Eelgrass",,"Prince of Wales Island","Cholmondeley Sound","West Arm",,"yes",FALSE,FALSE,,FALSE
594,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Cholmondeley Sound, West Arm","B03",55.2516,-132.3874,,"Bedrock",,"Prince of Wales Island","Cholmondeley Sound","West Arm",,"yes",FALSE,FALSE,,FALSE
595,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Moira Sound, Johnson Cove","B04",54.9856,-132.1098,,"Kelp",,"Prince of Wales Island","Moira Sound","Johnson Cove",,"yes",FALSE,FALSE,,FALSE
596,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Moira Sound, Johnson Cove","B05",54.9711,-132.0924,,"Eelgrass",,"Prince of Wales Island","Moira Sound","Johnson Cove",,"yes",FALSE,FALSE,,FALSE
597,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Moira Sound, Johnson Cove","B06",54.9869,-132.105,,"Bedrock",,"Prince of Wales Island","Moira Sound","Johnson Cove",,"yes",FALSE,FALSE,,FALSE
598,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B07",54.7401,-132.1536,,"Eelgrass",,"Prince of Wales Island","Nichols Bay",,,"yes",FALSE,FALSE,,FALSE
599,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B08",54.7259,-132.1241,,"Kelp",,"Prince of Wales Island","Nichols Bay",,,"yes",FALSE,FALSE,,FALSE
600,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B09",54.7211,-132.1257,,"Bedrock",,"Prince of Wales Island","Nichols Bay",,,"yes",FALSE,FALSE,,FALSE
601,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Nichols Bay","B10",54.7051,-132.1005,,"Kelp",,"Prince of Wales Island","Nichols Bay",,,"yes",FALSE,FALSE,,FALSE
602,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B11",55.047,-131.0105,,"Kelp",,,"Kah Shakes Cove",,"Bullhead Cove","yes",FALSE,FALSE,,FALSE
603,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B12",55.0426,-130.9995,,"Eelgrass",,,"Kah Shakes Cove",,"Bullhead Cove","yes",FALSE,FALSE,,FALSE
604,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B13",55.0479,-130.9951,,"Bedrock",,,"Kah Shakes Cove",,"Bullhead Cove","yes",FALSE,FALSE,,FALSE
605,"GOA","Gulf of Alaska","southeastern Alaska, Kah Shakes Cove, Bullhead Cove","B14",55.0635,-130.9917,,"Kelp",,,"Kah Shakes Cove",,"Bullhead Cove","yes",FALSE,FALSE,,FALSE
606,"GOA","Gulf of Alaska","southeastern Alaska, Duke Island, Reef Harbor","B15",54.9744,-131.2538,,"Kelp",,"Duke Island","Reef Harbor",,,"yes",FALSE,FALSE,,FALSE
607,"GOA","Gulf of Alaska","southeastern Alaska, Duke Island, Reef Harbor","B16",54.9684,-131.2492,,"Eelgrass",,"Duke Island","Reef Harbor",,,"yes",FALSE,FALSE,,FALSE
608,"GOA","Gulf of Alaska","southeastern Alaska, Duke Island, Reef Harbor","B17",54.9776,-131.256,,"Bedrock",,"Duke Island","Reef Harbor",,,"yes",FALSE,FALSE,,FALSE
609,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B18",55.3572,-131.2667,,"Bedrock",,"Revillagigedo Island","Thorne Arm",,,"yes",FALSE,FALSE,,FALSE
610,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B19",55.3868,-131.2886,,"Eelgrass",,"Revillagigedo Island","Thorne Arm",,,"yes",FALSE,FALSE,,FALSE
611,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B20",55.3209,-131.2566,,"Kelp",,"Revillagigedo Island","Thorne Arm",,,"yes",FALSE,FALSE,,FALSE
612,"GOA","Gulf of Alaska","southeastern Alaska, Revillagigedo Island, Thorne Arm","B21",55.319,-131.258,,"Bedrock",,"Revillagigedo Island","Thorne Arm",,,"yes",FALSE,FALSE,,FALSE
613,"GOA","Gulf of Alaska","southeastern Alaska, Annette Island, Sylburn Harbor","B22",55.176,-131.5972,,"Kelp",,"Annette Island","Sylburn Harbor",,,"yes",FALSE,FALSE,,FALSE
614,"GOA","Gulf of Alaska","southeastern Alaska, Annette Island, Sylburn Harbor","B23",55.1782,-131.5791,,"Eelgrass",,"Annette Island","Sylburn Harbor",,,"yes",FALSE,FALSE,,FALSE
615,"GOA","Gulf of Alaska","southeastern Alaska, Annette Island, Sylburn Harbor","B24",55.1872,-131.5824,,"Bedrock",,"Annette Island","Sylburn Harbor",,,"yes",FALSE,FALSE,,FALSE
616,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Dall Bay","B25",55.1551,-131.7421,,"Kelp",,"Gravina Island","Dall Bay",,,"yes",FALSE,FALSE,,FALSE
617,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Dall Bay","B26",55.1561,-131.7498,,"Eelgrass",,"Gravina Island","Dall Bay",,,"yes",FALSE,FALSE,,FALSE
618,"GOA","Gulf of Alaska","southeastern Alaska, Gravina Island, Dall Bay","B27",55.1562,-131.7453,,"Bedrock",,"Gravina Island","Dall Bay",,,"yes",FALSE,FALSE,,FALSE
619,"GOA","Gulf of Alaska","southeastern Alaska, Naha Bay, Clover Passage, Revillagigedo Island southeastern Alaska, Naha Bay, Clover Passage, Revillagigedo Island","B28",55.5446,-131.7032,,"Eelgrass",,"Revillagigedo Island","Clover Passage",,"Naha Bay","yes",FALSE,FALSE,,FALSE
620,"GOA","Gulf of Alaska","southeastern Alaska, Naha Bay, Clover Passage, Grant Island southeastern Alaska, Naha Bay, Clover Passage, Grant Island","B29",55.5565,-131.7058,,"Kelp",,"Grant Island","Clover Passage",,"Naha Bay","yes",FALSE,FALSE,,FALSE
621,"GOA","Gulf of Alaska","southeastern Alaska, Naha Bay, Clover Passage, Grant Island southeastern Alaska, Naha Bay, Clover Passage, Grant Island","B30",55.5599,-131.7041,,"Bedrock",,"Grant Island","Clover Passage",,"Naha Bay","yes",FALSE,FALSE,,FALSE
622,"GOA","Gulf of Alaska","southeastern Alaska, Prince of Wales Island, Cholmondeley Sound, West Arm","B01",55.2515,-132.3815,,"Kelp",,"Prince of Wales Island","Cholmondeley Sound","West Arm",,"yes",FALSE,FALSE,,FALSE
623,"GOA","Gulf of Alaska","southeastern Alaska, Hoonah Sound, Vixen Islands","B03",57.6166,-135.6247,,"Eelgrass",,"Chichagof Island","Hoonah Sound",,"Vixen Islands","yes",FALSE,FALSE,,FALSE
624,"GOA","Gulf of Alaska","southeastern Alaska, Hoonah Sound, Vixen Islands","B04",57.6131,-135.5884,,"Kelp",,"Vixen Islands","Hoonah Sound","Vixen Islands","Vixen Islands","yes",FALSE,FALSE,,FALSE
625,"GOA","Gulf of Alaska","southeastern Alaska, Chichagof Island, Port Frederick, Neka Bay","B09",57.9894,-135.5976,,"Eelgrass",,"Chichagof Island","Neka Bay","Port Frederick","Port Frederick","yes",FALSE,FALSE,,FALSE
626,"GOA","Gulf of Alaska","southeastern Alaska, Icy Strait, Point Couverden","B01",58.1992,-135.1045,,"Kelp",,"Icy Strait","Couverden",,"Point Couverden","yes",FALSE,FALSE,,FALSE
627,"GOA","Gulf of Alaska","southeastern Alaska, Icy Strait, Point Couverden","B02",58.2103,-135.1178,,"Eelgrass",,"Icy Strait","Couverden",,"Point Couverden","yes",FALSE,FALSE,,FALSE
631,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","B01",59.4368,-151.3989,,"Kelp",,"Tutka Bay","Outer Kachemak Bay","Tutka Bay",,"yes",FALSE,FALSE,,FALSE
632,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","B02",59.4516,-151.4207,,"Kelp",,"Tutka Bay","Outer Kachemak Bay","Tutka Bay",,"yes",FALSE,FALSE,,FALSE
633,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Tutka Bay","B03",59.483,-151.5001,,"Bedrock",,"Tutka Bay","Outer Kachemak Bay","Tutka Bay",,"yes",FALSE,FALSE,,FALSE
634,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B04",59.513,-151.4231,,"Kelp",,"Sadie Cove","Outer Kachemak Bay","Sadie Cove",,"yes",FALSE,FALSE,,FALSE
635,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B05",59.5036,-151.438,,"Kelp",,"Sadie Cove","Outer Kachemak Bay","Sadie Cove",,"yes",FALSE,FALSE,,FALSE
636,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B06",59.5122,-151.4627,,"Bedrock",,"Sadie Cove","Outer Kachemak Bay","Sadie Cove",,"yes",FALSE,FALSE,,FALSE
637,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Sadie Cove","B07",59.5133,-151.4581,,"Kelp",,"Sadie Cove","Outer Kachemak Bay","Sadie Cove",,"yes",FALSE,FALSE,,FALSE
638,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","B08",59.5782,-151.2687,,"Kelp",,"Peterson Bay","Inner Kachemak Bay","Peterson Bay",,"yes",FALSE,FALSE,,FALSE
639,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","B09",59.5945,-151.2793,,"Bedrock",,"Peterson Bay","Inner Kachemak Bay","Peterson Bay",,"yes",FALSE,FALSE,,FALSE
640,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","B10",59.5795,-151.2974,,"Sand-Gravel",,"Peterson Bay","Inner Kachemak Bay","Peterson Bay",,"yes",FALSE,FALSE,,FALSE
641,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, China Poot Bay","B11",59.567,-151.3511,,"Sand-Gravel",,"China Poot Bay","Inner Kachemak Bay","China Poot Bay",,"yes",FALSE,FALSE,,FALSE
642,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Kasitsna Bay, MacDonald Spit","B12",59.486,-151.5711,,"Sand-Gravel",,"MacDonald Spit","Outer Kachemak Bay","Kasitsna Bay",,"yes",FALSE,FALSE,,FALSE
643,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Jakolof Bay","B13",59.4684,-151.5319,,"Kelp",,"Jakolof Bay","Outer Kachemak Bay","Jakolof Bay",,"yes",FALSE,FALSE,,FALSE
644,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Kasitsna Bay, Hesketh Island","B14",59.5065,-151.5331,,"Bedrock",,"Hesketh Island","Outer Kachemak Bay","Kasitsna Bay",,"yes",FALSE,FALSE,,FALSE
645,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Kasitsna Bay, Hesketh Island","B15",59.5052,-151.5308,,"Kelp",,"Hesketh Island","Outer Kachemak Bay","Kasitsna Bay",,"yes",FALSE,FALSE,,FALSE
659,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Ekuk Flats","B01",58.8218,-158.5503,,"Sand-Gravel",,"Ekuk Flats","Nushagak Bay",,,"yes",FALSE,FALSE,,FALSE
660,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Clarks Point","B02",58.8465,-158.5545,,"Sand-Gravel",,"Clarks Point","Nushagak Bay",,"Finger Bar - North","yes",FALSE,FALSE,,FALSE
661,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Clarks Point","B03",58.846,-158.5545,,"Sand-Gravel",,"Clarks Point","Nushagak Bay",,"Finger Bar - South","yes",FALSE,FALSE,,FALSE
662,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Protection Point","B04",58.8565,-158.4909,,"Sand-Gravel",,"Protection Point","Nushagak Bay",,"Protection Point","yes",FALSE,FALSE,,FALSE
663,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Nichols Spit","B05",58.5783,-158.7734,,"Sand-Gravel",,"Nichols Spit","Nushagak Bay",,"Nichols Spit - South","yes",FALSE,FALSE,,FALSE
664,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Nichols Spit ","B06",58.5895,-158.77893,,"Sand-Gravel",,"Nichols Spit ","Nushagak Bay",,"Nichols Spit - North","yes",FALSE,FALSE,,FALSE
665,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Snake River Spit ","B07",58.7848,-158.6676,,"Sand-Gravel",,"Snake River Spit ","Nushagak Bay",,"Snake River Spit - North","yes",FALSE,FALSE,,FALSE
666,"BS","Bering Sea","Bristol Bay, Nushagak Bay, Snake River Spit","B08",58.7725,-158.6598,,"Sand-Gravel",,"Snake River Spit","Nushagak Bay",,"Snake River Spit - South","yes",FALSE,FALSE,,FALSE
667,"BS","Bering Sea","Bristol Bay, Togiak, Nushagak Peninsula","B09",58.6627,-159.2877,,"Sand-Gravel",,"Nushagak Peninsula","Togiak",,"Nushagak Peninsula - West","yes",FALSE,FALSE,,FALSE
668,"BS","Bering Sea","Bristol Bay, Togiak, Metervik Bay","B10",58.8212,-159.8003,,"Sand-Gravel",,"Metervik Bay","Togiak",,"Metervik Bay","yes",FALSE,FALSE,,FALSE
669,"BS","Bering Sea","Bristol Bay, Togiak, Kulukak River","B11",58.906,-159.7352,,"Sand-Gravel",,"Kulukak River","Togiak",,"Kulukak River","yes",FALSE,FALSE,,FALSE
670,"BS","Bering Sea","Bristol Bay, Togiak, Kulukak Bluffs","B12",58.8559,-159.7463,,"Sand-Gravel",,"Kulukak Bluffs","Togiak",,"Kulukak Bluffs - South","yes",FALSE,FALSE,,FALSE
671,"BS","Bering Sea","Bristol Bay, Togiak, Kulukak Bluffs","B13",58.8588,-159.7519,,"Sand-Gravel",,"Kulukak Bluffs","Togiak",,"Kulukak Bluffs - North","yes",FALSE,FALSE,,FALSE
672,"BS","Bering Sea","Bristol Bay, Togiak, Right Hand Point","B14",58.7726,-159.914,,"Sand-Gravel",,"Right Hand Point","Togiak",,"Right Hand Point - South","yes",FALSE,FALSE,,FALSE
673,"BS","Bering Sea","Bristol Bay, Togiak, Right Hand Point","B15",58.7734,-159.9073,,"Sand-Gravel",,"Right Hand Point","Togiak",,"Right Hand Point - North","yes",FALSE,FALSE,,FALSE
674,"BS","Bering Sea","Bristol Bay, Togiak, Nunavachak Bay","B16",58.8595,-159.9837,,"Sand-Gravel",,"Nunavachak Bay","Togiak",,"Nunavachak Bay - South","yes",FALSE,FALSE,,FALSE
675,"BS","Bering Sea","Bristol Bay, Togiak, Nunavachak Bay","B17",58.877,-160.0031,,"Sand-Gravel",,"Nunavachak Bay","Togiak",,"Nunavachak Bay - North","yes",FALSE,FALSE,,FALSE
676,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, West Point","B01",61.1282,-150.2847,,"Sand-Gravel",,,"Fire Island",,"Set Net Point","yes",FALSE,FALSE,,FALSE
677,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Fire Island Shoal","B02",61.1569,-150.2605,,"Sand-Gravel",,,"Fire Island",,"Fire Island Shoal","yes",FALSE,FALSE,,FALSE
678,"GOA","Gulf of Alaska","Cook Inlet, Fire Island, Race Point","B03",61.1713,-150.2225,,"Sand-Gravel",,,"Fire Island","Race Point","Race Point","yes",FALSE,FALSE,,FALSE
679,"GOA","Gulf of Alaska","Kenai Peninsula, Resurrection Bay, Fourth of July Creek","B01",60.0783,-149.3474,,"Sand-Gravel",,,"Resurrection Bay","Fourth of July Creek",,"yes",FALSE,FALSE,,FALSE
680,"GOA","Gulf of Alaska","Kenai Peninsula, Resurrection Bay, sawmill","B02",60.1026,-149.3644,,"Eelgrass",,,"Resurrection Bay",,"Sawmill","yes",FALSE,FALSE,,FALSE
681,"GOA","Gulf of Alaska","Prince William Sound, Whittier, Leonard Creek","B01",60.7831,-148.7171,,"Sand-Gravel",,,"Whittier","Leonard Creek","Leonard Creek","yes",FALSE,FALSE,,FALSE
682,"GOA","Gulf of Alaska","Prince William Sound, Whittier, runway","B02",60.7798,-148.7153,,"Sand-Gravel",,,"Whittier",,"Runway","yes",FALSE,FALSE,,FALSE
683,"GOA","Gulf of Alaska","Prince William Sound, Whittier, Shakespeare Creek","B03",60.7778,-148.714,,"Sand-Gravel",,,"Whittier","Shakespeare Creek","Shakespeare Creek","yes",FALSE,FALSE,,FALSE
684,"GOA","Gulf of Alaska","Prince William Sound, Whittier, North Frasier Creek","B04",60.7855,-148.7176,,"Sand-Gravel",,,"Whittier","North Frasier Creek","North Frasier Creek","yes",FALSE,FALSE,,FALSE
685,"GOA","Gulf of Alaska","southeastern Alaska, Tenakee Springs, Crab Bay","Op",57.73663,-135.38469,,"Eelgrass",,"Chichagof Island","Tenakee Springs","Crab Bay","Crab Bay - mid","yes",FALSE,FALSE,,FALSE
686,"GOA","Gulf of Alaska","southeastern Alaska, North Passage, Dundas Point","B01",58.3266,-136.2154,,"Sand-Gravel",,"North Passage","Dundas Point",,,"yes",FALSE,FALSE,,FALSE
687,"GOA","Gulf of Alaska","southeastern Alaska, North Passage, Dundas Point","B02",58.3355,-136.2052,,"Eelgrass",,"North Passage","Dundas Point",,,"yes",FALSE,FALSE,,FALSE
688,"GOA","Gulf of Alaska","southeastern Alaska, North Passage, Dundas Point","B03",58.3341,-136.2046,,"Kelp",,"North Passage","Dundas Point",,,"yes",FALSE,FALSE,,FALSE
689,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B01",57.831,-136.3945,,"Eelgrass",,,"Islas Bay",,"Islas North","yes",FALSE,FALSE,,FALSE
690,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B02",57.8297,-136.3916,,"Kelp",,,"Islas Bay",,"Islas North","yes",FALSE,FALSE,,FALSE
691,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay, Winifred Island","B03",57.8026,-136.3774,,"Kelp",,,"Islas Bay","Winifred Island","Islas Outer","yes",FALSE,FALSE,,FALSE
692,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B04",57.8093,-136.3622,,"Bedrock",,,"Islas Bay",,"Islas South","yes",FALSE,FALSE,,FALSE
693,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay","B05",57.8223,-136.361,,"Kelp",,,"Islas Bay",,"Islas South","yes",FALSE,FALSE,,FALSE
694,"GOA","Gulf of Alaska","southeastern Alaska, Islas Bay, Ilin Bay","B06",57.84367,-136.37634,,"Eelgrass",,,"Islas Bay","Ilin Bay","Islas South","yes",FALSE,FALSE,,FALSE
695,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","B01",58.3403,-136.8075,,"Kelp",,,"Torch Bay",,,"yes",FALSE,FALSE,,FALSE
696,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","B02",58.3227,-136.802,,"Kelp",,,"Torch Bay",,,"yes",FALSE,FALSE,,FALSE
697,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","B03",58.3306,-136.7715,,"Eelgrass",,,"Torch Bay",,,"yes",FALSE,FALSE,,FALSE
698,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Village","B01",58.3756,-134.7255,,"Eelgrass",,"Auke Bay","Auke Bay","Auke Village","eelgrass","yes",FALSE,FALSE,,FALSE
699,"GOA","Gulf of Alaska","southeastern Alaska, Auke Bay, Auke Village","B02",58.37769,-134.71997,,"Sand-Gravel",,"Auke Bay","Auke Bay","Auke Village","bare","yes",FALSE,FALSE,,FALSE
700,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Eagle Bay","B01",61.34423,-149.72285,,"Sand-Gravel",,,"Knik Arm","Eagle Bay",,"yes",FALSE,FALSE,,FALSE
701,"GOA","Gulf of Alaska","Cook Inlet, Knik Arm, Eagle Bay","B02",61.3451,-149.7154,,"Sand-Gravel",,,"Knik Arm","Eagle Bay",,"yes",FALSE,FALSE,,FALSE
702,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Shoup Bay","B01",61.1259,-146.6034,,"Sand-Gravel",,"Shoup Bay","Valdez",,,"yes",FALSE,FALSE,,FALSE
703,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Shoup Bay","B02",61.1156,-146.5863,,"Kelp",,"Shoup Bay","Valdez",,,"yes",FALSE,FALSE,,FALSE
704,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Gold Creek","B03",61.1288,-146.4705,,"Eelgrass",,"Gold Creek","Valdez",,,"yes",FALSE,FALSE,,FALSE
705,"GOA","Gulf of Alaska","Prince William Sound, Valdez Arm, Mineral Creek","B04",61.1257,-146.4099,,"Sand-Gravel",,"Mineral Creek","Valdez",,,"yes",FALSE,FALSE,,FALSE
