EventID,SeineID,SpeciesName,LifeStage,Unmeasured,Length,LengthType,Comments
11,2106AP2,Pacific Tom Cod,,0,226,FL,
11,2106AP2,Pacific Tom Cod,,0,246,FL,
11,2106AP2,Pacific Tom Cod,,0,265,FL,
11,2106AP2,Pacific Tom Cod,,0,259,FL,
11,2106AP2,Pacific Tom Cod,,0,252,FL,
11,2106AP2,Pacific Tom Cod,,0,257,FL,
11,2106AP2,Pacific Tom Cod,,0,250,FL,
11,2106AP2,Pacific Tom Cod,,0,219,FL,
11,2106AP2,Pacific Tom Cod,,0,240,FL,
11,2106AP2,Pacific Tom Cod,,0,162,FL,
11,2106AP2,Pacific Tom Cod,,0,224,FL,
11,2106AP2,Pacific Tom Cod,,0,250,FL,
11,2106AP2,Pacific Tom Cod,,0,159,FL,
11,2106AP2,Pacific Tom Cod,,0,282,FL,
11,2106AP2,Pacific Tom Cod,,0,252,FL,
11,2106AP2,Pacific Tom Cod,,0,137,FL,
11,2106AP2,Pacific Tom Cod,,0,264,FL,
11,2106AP2,Pacific Tom Cod,,0,246,FL,
11,2106AP2,Pacific Tom Cod,,0,172,FL,
11,2106AP2,Pacific Tom Cod,,0,235,FL,
11,2106AP2,Pacific Tom Cod,,0,240,FL,
11,2106AP2,Pacific Tom Cod,,32,,FL,
11,2106AP2,Sandfish,,0,164,FL,
11,2106AP2,Sandfish,,0,153,FL,
11,2106AP2,Sandfish,,0,151,FL,
11,2106AP2,Sandfish,,0,148,FL,
11,2106AP2,Sand Sole,,0,155,TL,
11,2106AP2,Sand Sole,,0,59,TL,
11,2106AP2,Sand Sole,,0,74,TL,
11,2106AP2,Sand Sole,,0,191,TL,
11,2106AP2,Sand Sole,,0,180,TL,
11,2106AP2,Sand Sole,,0,165,TL,
11,2106AP2,Sand Sole,,0,182,TL,
11,2106AP2,Sand Sole,,0,131,TL,
11,2106AP2,Sand Sole,,0,169,TL,
11,2106AP2,Sand Sole,,0,79,TL,
11,2106AP2,Sand Sole,,0,197,TL,
11,2106AP2,Sand Sole,,0,146,TL,
11,2106AP2,Sand Sole,,0,73,TL,
11,2106AP2,Sand Sole,,0,126,TL,
11,2106AP2,Sand Sole,,0,96,TL,
11,2106AP2,Staghorn Sculpin,,0,325,FL,
11,2106AP2,Staghorn Sculpin,,0,243,FL,
11,2106AP2,Staghorn Sculpin,,0,246,FL,
11,2106AP2,Staghorn Sculpin,,0,156,FL,
11,2106AP2,Staghorn Sculpin,,0,273,FL,
11,2106AP2,Staghorn Sculpin,,0,257,FL,
11,2106AP2,Staghorn Sculpin,,0,340,FL,
11,2106AP2,Staghorn Sculpin,,0,154,FL,
11,2106AP2,Staghorn Sculpin,,0,101,FL,
11,2106AP2,Staghorn Sculpin,,0,150,FL,
11,2106AP2,Tubenose Poacher,,0,26,TL,
11,2106AP2,Unidentified flatfish,YOY,0,27,,
11,2106AP2,Snake Prickleback,,0,224,TL,
11,2106AP2,Shorthorn Sculpin,,0,80,TL,
12,2106AP3,Sand Shrimp,,34,,Rostrom-Tail,
12,2106AP3,Dungeness Crab,,0,120,Carapace,
12,2106AP3,Staghorn Sculpin,,0,270,FL,
12,2106AP3,Staghorn Sculpin,,0,97,FL,
12,2106AP3,Staghorn Sculpin,,0,305,FL,
12,2106AP3,Staghorn Sculpin,,0,122,FL,
12,2106AP3,Staghorn Sculpin,,0,280,FL,
12,2106AP3,Staghorn Sculpin,,0,300,FL,
12,2106AP3,Staghorn Sculpin,,0,178,FL,
12,2106AP3,Staghorn Sculpin,,0,227,FL,
12,2106AP3,Staghorn Sculpin,,0,99,FL,
12,2106AP3,Staghorn Sculpin,,0,185,FL,
12,2106AP3,Sand Sole,,0,165,TL,
12,2106AP3,Sand Sole,,0,245,TL,
12,2106AP3,Sand Sole,,0,247,TL,
12,2106AP3,Sand Sole,,0,77,TL,
12,2106AP3,Sand Sole,,0,205,TL,
12,2106AP3,Sand Sole,,0,179,TL,
12,2106AP3,Sand Sole,,0,102,TL,
12,2106AP3,Sand Sole,,0,177,TL,
12,2106AP3,Sand Sole,,0,176,TL,
12,2106AP3,Sand Sole,,0,75,TL,
12,2106AP3,Sand Sole,,0,87,TL,
12,2106AP3,Sand Sole,,0,96,TL,
12,2106AP3,Sand Sole,,0,144,TL,
12,2106AP3,Sand Sole,,0,152,TL,
12,2106AP3,Sand Sole,,0,129,TL,
12,2106AP3,Sand Sole,,0,113,TL,
12,2106AP3,Sand Sole,,0,53,TL,
12,2106AP3,Sand Sole,,0,59,TL,
12,2106AP3,Sand Sole,,0,75,TL,
12,2106AP3,Sand Sole,,0,82,TL,
12,2106AP3,Sand Sole,,0,80,TL,
12,2106AP3,Sand Sole,,0,99,TL,
12,2106AP3,Sand Sole,,0,83,TL,
12,2106AP3,Sand Sole,,0,80,TL,
12,2106AP3,Sand Sole,,0,67,TL,
12,2106AP3,Rock Sole,,0,105,TL,
12,2106AP3,Rock Sole,,0,82,TL,
12,2106AP3,Rock Sole,,0,74,TL,
12,2106AP3,Dolly Varden,Juvenile,0,148,FL,
13,2106PB1,Staghorn Sculpin,,0,255,FL,
13,2106PB1,Staghorn Sculpin,,0,190,FL,
13,2106PB1,Staghorn Sculpin,,0,147,FL,
13,2106PB1,Staghorn Sculpin,,0,137,FL,
13,2106PB1,Sand Sole,,0,158,TL,
13,2106PB1,Sand Sole,,0,75,TL,
13,2106PB1,Sand Sole,,0,155,TL,
13,2106PB1,Sand Sole,,0,116,TL,
13,2106PB1,Sand Sole,,0,116,TL,
13,2106PB1,Sand Sole,,0,154,TL,
13,2106PB1,Sand Sole,,0,135,TL,
13,2106PB1,Sand Sole,,0,130,TL,
13,2106PB1,Sand Sole,,0,72,TL,
13,2106PB1,Sand Sole,,0,129,TL,
13,2106PB1,Capelin,YOY,0,46,FL,
13,2106PB1,Sand Shrimp,,5,,Rostrom-Tail,
14,2106PB2,Sand Shrimp,,26,,Rostrom-Tail,
14,2106PB2,Hermit Crab,,0,,Carapace,
14,2106PB2,Great Sculpin,,0,105,TL,
14,2106PB2,Staghorn Sculpin,,0,325,FL,
14,2106PB2,Staghorn Sculpin,,0,172,FL,
14,2106PB2,Staghorn Sculpin,,0,186,FL,
14,2106PB2,Staghorn Sculpin,,0,286,FL,
14,2106PB2,Staghorn Sculpin,,0,215,FL,
14,2106PB2,Staghorn Sculpin,,0,199,FL,
14,2106PB2,Staghorn Sculpin,,0,219,FL,
14,2106PB2,Dolly Varden,,0,180,FL,
14,2106PB2,Dolly Varden,,0,135,FL,
14,2106PB2,Dolly Varden,,0,293,FL,
14,2106PB2,Dolly Varden,,0,214,FL,
14,2106PB2,Rock Sole,,0,125,TL,
14,2106PB2,Rock Sole,,0,137,TL,
14,2106PB2,Rock Sole,,0,110,TL,
14,2106PB2,Rock Sole,,0,35,TL,
14,2106PB2,Rock Sole,,0,118,TL,
14,2106PB2,Rock Sole,,0,90,TL,
14,2106PB2,Rock Sole,,0,110,TL,
14,2106PB2,Sand Sole,,0,154,TL,
14,2106PB2,Sand Sole,,0,56,TL,
14,2106PB2,Sand Sole,,0,94,TL,
14,2106PB2,Sand Sole,,0,131,TL,
14,2106PB2,Sand Sole,,0,182,TL,
14,2106PB2,Sand Sole,,0,110,TL,
14,2106PB2,Sand Sole,,0,115,TL,
14,2106PB2,Sand Sole,,0,72,TL,
14,2106PB2,Sand Sole,,0,124,TL,
14,2106PB2,Sand Sole,,0,85,TL,
14,2106PB2,Sand Sole,,0,79,TL,
14,2106PB2,Sand Sole,,0,82,TL,
14,2106PB2,Sand Sole,,0,135,TL,
14,2106PB2,Sand Sole,,0,177,TL,
14,2106PB2,Sand Sole,,0,84,TL,
14,2106PB2,Sand Sole,,0,62,TL,
14,2106PB2,Sand Sole,,0,54,TL,
14,2106PB2,Sand Sole,,0,169,TL,
14,2106PB2,Sand Sole,,0,105,TL,
14,2106PB2,Sand Sole,,0,80,TL,
14,2106PB2,Sand Sole,,0,73,TL,
14,2106PB2,Sand Sole,,0,85,TL,
14,2106PB2,Capelin,YOY,0,39,FL,
14,2106PB2,Capelin,YOY,0,44,FL,
14,2106PB2,Capelin,YOY,0,46,FL,
14,2106PB2,Capelin,YOY,0,45,FL,
14,2106PB2,Pacific Tom Cod,,0,157,FL,
14,2106PB2,Crescent Gunnel,,0,34,TL,
14,2106PB2,Unidentified Sculpin,,0,16,TL,
14,2106PB2,Unidentified Sculpin,,0,26,TL,
14,2106PB2,Unidentified Sculpin,,0,29,TL,
14,2106PB2,Unidentified Sculpin,,0,28,TL,
14,2106PB2,Unidentified Sculpin,,0,12,TL,
14,2106PB2,Unidentified Flatfish,YOY,0,11,TL,
15,2106PB3,Staghorn Sculpin,,0,205,FL,
15,2106PB3,Staghorn Sculpin,,0,213,FL,
15,2106PB3,Staghorn Sculpin,,0,225,FL,
15,2106PB3,Staghorn Sculpin,,0,241,FL,
15,2106PB3,Staghorn Sculpin,,0,240,FL,
15,2106PB3,Staghorn Sculpin,,0,254,FL,
15,2106PB3,Staghorn Sculpin,,0,239,FL,
15,2106PB3,Staghorn Sculpin,,0,125,FL,
15,2106PB3,Dolly Varden,,0,224,FL,
15,2106PB3,Sand Sole,,0,200,TL,
15,2106PB3,Sand Sole,,0,150,TL,
15,2106PB3,Sand Sole,,0,77,TL,
15,2106PB3,Sand Sole,,0,140,TL,
15,2106PB3,Sand Sole,,0,147,TL,
15,2106PB3,Sand Sole,,0,91,TL,
15,2106PB3,Sand Sole,,0,112,TL,
15,2106PB3,Sand Sole,,0,145,TL,
15,2106PB3,Sand Sole,,0,125,TL,
15,2106PB3,Sand Sole,,0,125,TL,
15,2106PB3,Sand Sole,,0,190,TL,
15,2106PB3,Sand Sole,,0,150,TL,
15,2106PB3,Sand Sole,,0,115,TL,
15,2106PB3,Sand Sole,,0,167,TL,
15,2106PB3,Sand Sole,,0,115,TL,
15,2106PB3,Sand Sole,,0,164,TL,
15,2106PB3,Sand Sole,,0,139,TL,
15,2106PB3,Sand Sole,,0,121,TL,
15,2106PB3,Sand Sole,,0,138,TL,
15,2106PB3,Sand Sole,,0,113,TL,
15,2106PB3,Sand Sole,,0,58,TL,
15,2106PB3,Sand Sole,,0,126,TL,
15,2106PB3,Sand Sole,,0,99,TL,
15,2106PB3,Starry Flounder,,0,221,TL,
15,2106PB3,Unidentified Sculpin,Juvenile,0,24,TL,
15,2106PB3,Tubenose Poacher,,0,29,TL,
15,2106PB3,Unidentified Flatfish,YOY,0,32,TL,
15,2106PB3,Unidentified Flatfish,YOY,0,12,TL,
16,2107PB1,Snailfish,,0,15,TL,
16,2107PB1,Kelp Greenling,,0,59,FL,
16,2107PB1,Pacific Halibut,Juvenile,0,71,TL,
16,2107PB1,Pacific Halibut,Juvenile,0,58,TL,
16,2107PB1,Pacific Halibut,Juvenile,0,59,TL,
16,2107PB1,Pacific Herring,YOY,0,31,FL,
16,2107PB1,Pacific Herring,YOY,0,30,FL,
16,2107PB1,Tubenose Poacher,,0,50,TL,
16,2107PB1,Tidepool Sculpin,,0,39,TL,
16,2107PB1,Sturgeon Poacher,,0,27,TL,
16,2107PB1,Sturgeon Poacher,,0,28,TL,
16,2107PB1,Sturgeon Poacher,,0,30,TL,
16,2107PB1,Sturgeon Poacher,,0,23,TL,
16,2107PB1,Sturgeon Poacher,,0,25,TL,
16,2107PB1,Sturgeon Poacher,,0,25,TL,
16,2107PB1,Sturgeon Poacher,,0,21,TL,
16,2107PB1,Sturgeon Poacher,,0,28,TL,
16,2107PB1,Sturgeon Poacher,,0,41,TL,
16,2107PB1,Sturgeon Poacher,,0,20,TL,
16,2107PB1,Sturgeon Poacher,,0,26,TL,
16,2107PB1,Sturgeon Poacher,,0,27,TL,
16,2107PB1,Sturgeon Poacher,,0,26,TL,
16,2107PB1,Sturgeon Poacher,,0,26,TL,
16,2107PB1,Pink Salmon,Adult,0,451,FL,
16,2107PB1,Dolly Varden,Adult,0,320,FL,
16,2107PB1,Dolly Varden,,0,168,FL,
16,2107PB1,Dolly Varden,,0,161,FL,
16,2107PB1,Walleye Pollock,YOY,0,43,FL,
16,2107PB1,Walleye Pollock,YOY,0,45,FL,
16,2107PB1,Surf Smelt,,0,93,FL,
16,2107PB1,Surf Smelt,,0,82,FL,
16,2107PB1,Surf Smelt,,0,89,FL,
16,2107PB1,Surf Smelt,,0,77,FL,
16,2107PB1,Surf Smelt,,0,82,FL,
16,2107PB1,Surf Smelt,,0,85,FL,
16,2107PB1,Surf Smelt,,0,82,FL,
16,2107PB1,Surf Smelt,,0,83,FL,
16,2107PB1,Surf Smelt,,0,77,FL,
16,2107PB1,Surf Smelt,,0,74,FL,
16,2107PB1,Surf Smelt,,0,78,FL,
16,2107PB1,Surf Smelt,,0,83,FL,
16,2107PB1,Surf Smelt,,0,84,FL,
16,2107PB1,Surf Smelt,,0,77,FL,
16,2107PB1,Surf Smelt,,0,84,FL,
16,2107PB1,Surf Smelt,,0,72,FL,
16,2107PB1,Surf Smelt,,0,81,FL,
16,2107PB1,Surf Smelt,,0,69,FL,
16,2107PB1,Surf Smelt,,0,72,FL,
16,2107PB1,Surf Smelt,,0,78,FL,
16,2107PB1,Surf Smelt,,0,79,FL,
16,2107PB1,Surf Smelt,,0,82,FL,
16,2107PB1,Surf Smelt,,0,75,FL,
16,2107PB1,Surf Smelt,,0,81,FL,
16,2107PB1,Surf Smelt,,0,84,FL,
16,2107PB1,Surf Smelt,,0,76,FL,
16,2107PB1,Surf Smelt,,0,82,FL,
16,2107PB1,Surf Smelt,,0,82,FL,
16,2107PB1,Surf Smelt,,0,86,FL,
16,2107PB1,Surf Smelt,,0,79,FL,
16,2107PB1,Surf Smelt,,9,,FL,
16,2107PB1,Sandfish,,0,128,FL,
16,2107PB1,Sand Sole,,0,100,TL,
16,2107PB1,Sand Sole,,0,217,TL,
16,2107PB1,Sand Sole,,0,74,TL,
16,2107PB1,Sand Sole,,0,83,TL,
16,2107PB1,Sand Sole,,0,80,TL,
16,2107PB1,Sand Sole,,0,74,TL,
16,2107PB1,Sand Sole,,0,82,TL,
16,2107PB1,Sand Sole,,0,85,TL,
16,2107PB1,Sand Sole,,0,80,TL,
16,2107PB1,Sand Sole,,0,87,TL,
16,2107PB1,Staghorn Sculpin,,0,208,FL,
16,2107PB1,Staghorn Sculpin,,0,210,FL,
16,2107PB1,Staghorn Sculpin,,0,231,FL,
16,2107PB1,Staghorn Sculpin,,0,260,FL,
16,2107PB1,Staghorn Sculpin,,0,285,FL,
16,2107PB1,Staghorn Sculpin,,0,285,FL,
16,2107PB1,Staghorn Sculpin,,0,251,FL,
16,2107PB1,Staghorn Sculpin,,0,300,FL,
16,2107PB1,Staghorn Sculpin,,0,197,FL,
16,2107PB1,Staghorn Sculpin,,0,210,FL,
16,2107PB1,Staghorn Sculpin,,0,232,FL,
16,2107PB1,Staghorn Sculpin,,0,188,FL,
16,2107PB1,Staghorn Sculpin,,0,179,FL,
16,2107PB1,English Sole,,0,87,TL,
16,2107PB1,English Sole,,0,85,TL,
16,2107PB1,Rock Sole,,0,114,TL,
16,2107PB1,Rock Sole,,0,140,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,55,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,52,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,65,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,76,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,65,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,67,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,32,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,54,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,56,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,56,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,64,TL,
17,2107PB2,Pacific Halibut,Juvenile,0,55,TL,
17,2107PB2,Walleye Pollock,YOY,0,44,FL,
17,2107PB2,Sandfish,,0,158,FL,
17,2107PB2,Sand Shrimp,,0,41,Rostrom-Tail,
17,2107PB2,Sand Shrimp,,0,50,Rostrom-Tail,
17,2107PB2,Sand Shrimp,,0,14,Rostrom-Tail,
17,2107PB2,Sand Shrimp,,0,50,Rostrom-Tail,
17,2107PB2,Dolly Varden,Adult,0,340,FL,
17,2107PB2,Starry Flounder,,0,232,TL,
17,2107PB2,Starry Flounder,,0,234,TL,
17,2107PB2,Starry Flounder,,0,127,TL,
17,2107PB2,Staghorn Sculpin,,0,259,FL,
17,2107PB2,Staghorn Sculpin,,0,192,FL,
17,2107PB2,Staghorn Sculpin,,0,248,FL,
17,2107PB2,Staghorn Sculpin,,0,245,FL,
17,2107PB2,Staghorn Sculpin,,0,251,FL,
17,2107PB2,Staghorn Sculpin,,0,235,FL,
17,2107PB2,Staghorn Sculpin,,0,241,FL,
17,2107PB2,Staghorn Sculpin,,0,292,FL,
17,2107PB2,Staghorn Sculpin,,0,129,FL,
17,2107PB2,Staghorn Sculpin,,0,20,FL,
17,2107PB2,Staghorn Sculpin,,0,136,FL,
17,2107PB2,Rock Sole,,0,130,TL,
17,2107PB2,Rock Sole,,0,149,TL,
17,2107PB2,Rock Sole,,0,134,TL,
17,2107PB2,Rock Sole,,0,170,TL,
17,2107PB2,Rock Sole,,0,115,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,23,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,22,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,24,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,29,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,32,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,30,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,34,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,34,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,28,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,35,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,32,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,25,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,20,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,26,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,31,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,32,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,26,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,27,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,32,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,29,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,26,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,32,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,34,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,34,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,37,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,27,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,22,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,21,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,24,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,0,39,TL,
17,2107PB2,Sturgeon Poacher,Juvenile,83,,TL,
17,2107PB2,English Sole,,0,88,TL,
17,2107PB2,English Sole,,0,88,TL,
17,2107PB2,English Sole,,0,80,TL,
17,2107PB2,English Sole,,0,91,TL,
17,2107PB2,English Sole,,0,87,TL,
17,2107PB2,English Sole,,0,88,TL,
17,2107PB2,English Sole,,0,88,TL,
17,2107PB2,English Sole,,0,102,TL,
17,2107PB2,English Sole,,0,87,TL,
17,2107PB2,English Sole,,0,101,TL,
17,2107PB2,English Sole,,0,93,TL,
17,2107PB2,Surf Smelt,,0,86,FL,
17,2107PB2,Surf Smelt,,0,90,FL,
17,2107PB2,Surf Smelt,,0,79,FL,
17,2107PB2,Surf Smelt,,0,78,FL,
17,2107PB2,Surf Smelt,,0,85,FL,
17,2107PB2,Surf Smelt,,0,75,FL,
17,2107PB2,Surf Smelt,,0,80,FL,
17,2107PB2,Surf Smelt,,0,84,FL,
17,2107PB2,Surf Smelt,,0,90,FL,
17,2107PB2,Sand Sole,,0,88,TL,
17,2107PB2,Sand Sole,,0,92,TL,
17,2107PB2,Sand Sole,,0,94,TL,
17,2107PB2,Sand Sole,,0,116,TL,
17,2107PB2,Sand Sole,,0,112,TL,
17,2107PB2,Sand Sole,,0,84,TL,
17,2107PB2,Sand Sole,,0,73,TL,
17,2107PB2,Sand Sole,,0,101,TL,
17,2107PB2,Sand Sole,,0,119,TL,
17,2107PB2,Sand Sole,,0,90,TL,
17,2107PB2,Sand Sole,,0,95,TL,
17,2107PB2,Sand Sole,,0,58,TL,
17,2107PB2,Sand Sole,,0,103,TL,
17,2107PB2,Sand Sole,,0,62,TL,
17,2107PB2,Sand Sole,,0,98,TL,
17,2107PB2,Sand Sole,,0,55,TL,
17,2107PB2,Sand Sole,,0,145,TL,
17,2107PB2,Sand Sole,,0,105,TL,
17,2107PB2,Sand Sole,,0,75,TL,
17,2107PB2,Sand Sole,,0,90,TL,
17,2107PB2,Sand Sole,,0,73,TL,
17,2107PB2,Unidentified Flatfish,Juvenile,0,32,TL,
17,2107PB2,Pacific Herring,YOY,0,32,FL,
17,2107PB2,Pacific Herring,YOY,0,32,FL,
17,2107PB2,Tidepool Sculpin,,0,36,TL,
17,2107PB2,Tidepool Sculpin,,0,36,TL,
17,2107PB2,Tubenose Poacher,,0,38,TL,
17,2107PB2,Kelp Greenling,,0,47,FL,
18,2107PB3,Snailfish,,0,32,TL,
18,2107PB3,Unidentified Flatfish,Juvenile,5,,TL,
18,2107PB3,Silver Spotted Sculpin,,0,40,TL,
18,2107PB3,Sand Shrimp,,0,41,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,60,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,56,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,56,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,65,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,65,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,55,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,60,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,64,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,43,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,60,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,58,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,50,Rostrom-Tail,
18,2107PB3,Sand Shrimp,,0,61,Rostrom-Tail,
18,2107PB3,Dungeness Crab,,0,32,Carapace,
18,2107PB3,Dungeness Crab,,0,25,Carapace,
18,2107PB3,Dungeness Crab,,0,25,Carapace,
18,2107PB3,Starry Flounder,,0,208,TL,
18,2107PB3,Staghorn Sculpin,,0,274,FL,
18,2107PB3,Staghorn Sculpin,,0,177,FL,
18,2107PB3,Staghorn Sculpin,,0,277,FL,
18,2107PB3,Staghorn Sculpin,,0,215,FL,
18,2107PB3,Staghorn Sculpin,,0,221,FL,
18,2107PB3,Staghorn Sculpin,,0,165,FL,
18,2107PB3,Sand Sole,,0,170,TL,
18,2107PB3,Sand Sole,,0,142,TL,
18,2107PB3,Sand Sole,,0,168,TL,
18,2107PB3,Sand Sole,,0,99,TL,
18,2107PB3,Sand Sole,,0,82,TL,
18,2107PB3,Sand Sole,,0,31,TL,
18,2107PB3,Sand Sole,,0,35,TL,
18,2107PB3,Sand Sole,,0,43,TL,
18,2107PB3,Sand Sole,,0,140,TL,
18,2107PB3,Sand Sole,,0,99,TL,
18,2107PB3,Sand Sole,,0,82,TL,
18,2107PB3,Sand Sole,,0,145,TL,
18,2107PB3,Sand Sole,,0,153,TL,
18,2107PB3,Sand Sole,,0,124,TL,
18,2107PB3,Sand Sole,,0,70,TL,
18,2107PB3,Sand Sole,,0,148,TL,
18,2107PB3,Sand Sole,,0,36,TL,
18,2107PB3,Sand Sole,,0,79,TL,
18,2107PB3,Sand Sole,,0,99,TL,
18,2107PB3,Sand Sole,,0,143,TL,
18,2107PB3,Sand Sole,,0,110,TL,
18,2107PB3,Sand Sole,,0,77,TL,
18,2107PB3,Sand Sole,,0,99,TL,
18,2107PB3,Sand Sole,,0,82,TL,
18,2107PB3,Sand Sole,,0,91,TL,
18,2107PB3,Sand Sole,,0,102,TL,
18,2107PB3,Sand Sole,,0,98,TL,
18,2107PB3,Sand Sole,,0,104,TL,
18,2107PB3,Sand Sole,,0,95,TL,
18,2107PB3,Sand Sole,,0,106,TL,
18,2107PB3,Sand Sole,,5,,TL,
18,2107PB3,Surf Smelt,,0,84,FL,
18,2107PB3,Surf Smelt,,0,76,FL,
18,2107PB3,Surf Smelt,,0,82,FL,
18,2107PB3,Surf Smelt,,0,85,FL,
18,2107PB3,Surf Smelt,,0,88,FL,
18,2107PB3,Surf Smelt,,0,87,FL,
18,2107PB3,Surf Smelt,,0,84,FL,
18,2107PB3,Surf Smelt,,0,73,FL,
18,2107PB3,Surf Smelt,,0,84,FL,
18,2107PB3,Surf Smelt,,0,90,FL,
18,2107PB3,Surf Smelt,,0,82,FL,
18,2107PB3,Surf Smelt,,0,81,FL,
18,2107PB3,Surf Smelt,,0,79,FL,
18,2107PB3,Surf Smelt,,0,78,FL,
18,2107PB3,Surf Smelt,,0,78,FL,
18,2107PB3,Rock Sole,,0,147,TL,
18,2107PB3,Rock Sole,,0,130,TL,
18,2107PB3,Rock Sole,,0,115,TL,
18,2107PB3,Rock Sole,,0,101,TL,
18,2107PB3,Rock Sole,,0,103,TL,
18,2107PB3,Rock Sole,,0,51,TL,
18,2107PB3,Rock Sole,,0,149,TL,
18,2107PB3,Rock Sole,,0,42,TL,
18,2107PB3,Rock Sole,,0,155,TL,
18,2107PB3,Rock Sole,,0,162,TL,
18,2107PB3,Rock Sole,,0,32,TL,
18,2107PB3,Rock Sole,,0,52,TL,
18,2107PB3,Rock Sole,,0,26,TL,
18,2107PB3,Sturgeon Poacher,,0,36,TL,
18,2107PB3,Sturgeon Poacher,,0,31,TL,
18,2107PB3,Sturgeon Poacher,,0,38,TL,
18,2107PB3,Sturgeon Poacher,,0,25,TL,
18,2107PB3,Sturgeon Poacher,,0,38,TL,
18,2107PB3,Sturgeon Poacher,,0,26,TL,
18,2107PB3,Sturgeon Poacher,,0,30,TL,
18,2107PB3,Sturgeon Poacher,,0,34,TL,
18,2107PB3,Sturgeon Poacher,,0,35,TL,
18,2107PB3,Sturgeon Poacher,,0,27,TL,
18,2107PB3,Sturgeon Poacher,,0,28,TL,
18,2107PB3,Sturgeon Poacher,,0,32,TL,
18,2107PB3,Sturgeon Poacher,,0,32,TL,
18,2107PB3,Sturgeon Poacher,,0,31,TL,
18,2107PB3,Sturgeon Poacher,,0,26,TL,
18,2107PB3,Sturgeon Poacher,,0,25,TL,
18,2107PB3,Sturgeon Poacher,,0,31,TL,
18,2107PB3,Sturgeon Poacher,,0,26,TL,
18,2107PB3,Sturgeon Poacher,,0,25,TL,
18,2107PB3,Sturgeon Poacher,,0,30,TL,
18,2107PB3,Sturgeon Poacher,,0,39,TL,
18,2107PB3,Sturgeon Poacher,,0,22,TL,
18,2107PB3,Sturgeon Poacher,,0,25,TL,
18,2107PB3,Sturgeon Poacher,,0,24,TL,
18,2107PB3,Sturgeon Poacher,,0,28,TL,
18,2107PB3,Sturgeon Poacher,,0,40,TL,
18,2107PB3,Sturgeon Poacher,,0,28,TL,
18,2107PB3,Sturgeon Poacher,,0,27,TL,
18,2107PB3,Sturgeon Poacher,,0,34,TL,
18,2107PB3,Sturgeon Poacher,,0,24,TL,
18,2107PB3,Sturgeon Poacher,,13,,TL,
